kod-av,rozmiar,producent,ean,seria,styl,typ lampy,materiał,kolor ,źródło światła,model żarówki,moc źródła światła ,oprawa żarówki,barwa światła,ilość źródeł światła,napięcie robocze / sieciowe,średnica abażuru,szerokość całkowita,wysokość całkowita,możliwość ściemniania,ściemniacz,stopień ochrony,klasa ochrony,klasa efektywności energetycznej,strumień świetlny,żarówka w komplecie,cct,regulowana wysokość zawieszenia,wysokość abażuru,wysokość opakowania,szerokość opakowania ,szerokość,wysokość,waga brutto,średnica całkowita,ceny promocyjne,odległość od ściany,wysokość (cm),wysokość zawieszenia,dlugosc opakowania ,kształt podsufitki,szerokość abażuru,długość opakowania,średnica ,alt - ikona produktu,alt - zdjęcia w galerii produktu,podsufitka,grubość abażuru,model,szerokość (cm),kierunek padania światła,kierunek wycięcia,rozmiar rozety,waga gabarytowa eu,średnica podsufitki,wysokość podsufitki,średnica podstawy,długość przewodu ,sposób podłączenia,wysokość minimalna,waga gabarytowa pl,kolor żarówki,żywotność ,waga,kąt wiązki światła,czas rozświetlenia produktu,warunki pracy żarówki,promieniowanie uv,drganie światła,średnica rozety ,kompatybilna z typem ściemniacza,kod_producenta,głębokość (cm),wysokość siedziska (cm),wysokość podłokietników (cm),wymiary,materiał klosza,materiał dodatkowy,szerokość [cm],wysokość [cm],głębokość [cm],typ źródła światła,moc maksymalna,strumień świetlny [lumen],barwa światła [kelvin],średnica klosza [cm],kolor klosza,długość przewodu [cm],materiał przewodu,regulacja wysokości,wysokość minimalna [cm],stopień ochrony ip,materiał podsufitki,szerokość podsufitki [cm],długość podsufitki [cm],produkt złożony,średnica podsufitki [cm],wysokość podsufitki [cm],kolor podsufitki,średnica [cm],kolor uzupełniający,wysokość klosza [cm],szerokość klosza [cm],dostępność kolorystyczna,cechy,zmiana temperatury barwowej,wysokość podstawy,długość produktu (cm),szerokość produktu (cm),wysokość produktu (cm),długość paczki (cm),szerokość paczki (cm),wysokość paczki (cm),odległość od ściany [cm],szerokość podstawy [cm],przeznaczenie/ zastosowanie,wymiary abażuru,materiał siedziska,wysokość siedzenia,głębokość całkowita,materiał nóg,podłokietniki,sztaplowane,przeznaczenie,maksymalne obciążenie,do samodzielnego montażu
LA044/P_white-orange,uniwersalny,ALTAVOLA DESIGN,5902249032215,Origami Design,,lampa wisząca,żelazo,Biały,żarówka,BF-19,40W,E-27,,1,230V / 230V,13 cm,,140 cm,tak,nie zawiera,IP 20,II,,,nie,,tak,35 cm,38 cm,14 cm,,,,,,,,,14 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA044/P_bronze,uniwersalny,ALTAVOLA DESIGN,5902249032222,Origami Design,,lampa wisząca,żelazo,coffee,żarówka,BF-19,40W,E-27,,1,230V / 230V,13 cm,,140 cm,tak,nie zawiera,IP 20,II,,,nie,,tak,35 cm,38 cm,14 cm,,,,,,,,,14 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA005/CO5_amber,uniwersalny,ALTAVOLA DESIGN,5902249032352,LONDON LOFT,Industrial,żyrandol,Szkło,bursztynowy,żarówka,BF-27,40W,E-27,barwa ciepła,5,230V / 230V,,,,tak,nie zawiera,IP 20,II,D,,nie,,tak,,,,,25 cm,,,,,,30-150 cm,,,,,56 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF65 LED,uniwersalny,ALTAVOLA DESIGN,5902249031089,Edison Bulb,Vintage,,Szkło,bursztynowy,żarówka,BF-65 LED,8W,E-27,delikatnie ciepła,,230V / 230V,,,30 cm,nie,nie zawiera,IP 20,II,A+,640 lm,,2800K,,,,,,,,4 cm,,,,,,,,,,vintage glass ball,new design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA076/P_in_4k_white,uniwersalny,ALTAVOLA DESIGN,5902249031041,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,70W,,barwa dzienna,1,230V / 230V,,100 cm,120 cm,nie,,IP 44,II,A,4600 lm,,4000K,tak,28 cm,7 cm,,,,,,,,,,,,,,,,,"100 cm, 6 cm, 4 cm ","1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA076/P_in_4k_grey,uniwersalny,ALTAVOLA DESIGN,5902249031034,Led shape,,lampa wisząca,aluminium,Szary,LED - zintegrowany,,70W,,barwa dzienna,1,230V / 230V,,100 cm,120 cm,nie,,IP 44,II,A,6300 lm,,4000K,tak,28 cm,7 cm,,,,,,,,,,,,,,,,,"100 cm, 6 cm, 4 cm ","1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF96,uniwersalny,ALTAVOLA DESIGN,5902249030990,,,,,,żarówka LED,BF96-LED,6W,E-27,delikatnie ciepła,,230V / 230V,,,13 cm,nie,,IP 20,II,A+,500 lm,,,,,,,,,,10 cm,30%,,,,,,,,,,,,,BF96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA035/CO3_smoky_chrom,uniwersalny,ALTAVOLA DESIGN,5902249031294,NEW YORK LOFT,Industrial,żyrandol,Szkło,chrom,żarówka,BF-19,40W,E-27,delikatnie ciepła,3,230V / 230V,20 cm,,150 cm,tak,nie zawiera,IP 20,II,D,,,,tak,27 cm,,,,,,40 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA051/P,uniwersalny,ALTAVOLA DESIGN,5902249032437,,Modern,lampa wisząca,Szkło,bursztynowy,żarówka,BF-19,40W,E-27,delikatnie ciepła,1,230V / 230V,21 cm,,150 cm,tak,nie zawiera,IP 20,II,,,nie,,tak,19 cm,30 cm ,26 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA051_53_53_51/CL4,uniwersalny,ALTAVOLA DESIGN,5902249030648,,Modern,żyrandol,Szkło,bursztynowy,żarówka,BF-19,40W,E-27,,4,230V / 230V,,,,tak,nie zawiera,IP 20,II,,,nie,,tak,,,,,,,,,,,130,,Podłużna,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA011/CL4_smoky_clear,uniwersalny,ALTAVOLA DESIGN,5902249030914,LONDON LOFT,Industrial,żyrandol,Szkło,transparentny,żarówka,BF-32,40W,E-27,barwa ciepła,4,230V / 230V,,,,tak,nie zawiera,IP 20,II,D,,nie,,tak,,,,,,,,,,,30-150 cm,,,,,,,,Podłużna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA011/CL4_smoky,uniwersalny,ALTAVOLA DESIGN,5902249031003,LONDON LOFT,Industrial,żyrandol,Szkło,srebrny lustrzany,żarówka,BF-32,40W,E-27,barwa ciepła,4,230V / 230V,,,,tak,nie zawiera,IP 20,II,D,,nie,,tak,,,,,,,,,,,30-150 cm,,,,,,,,Podłużna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA034/CO5,uniwersalny,ALTAVOLA DESIGN,5902249032901,NEW YORK LOFT,Industrial,żyrandol,Szkło,mosiądz,żarówka,BF-19,40W,E-27,barwa ciepła,5,230V / 230V,,43 cm,,tak,nie zawiera,IP 20,II,D,,nie,,tak,,,,,,,,,,,30-150 cm,,Okrągła,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA035/CL4,uniwersalny,ALTAVOLA DESIGN,5902249032888,NEW YORK LOFT,Industrial,żyrandol,Szkło,mosiądz,żarówka,BF-19,40W,E-27,delikatnie ciepła,4,230V / 230V,20 cm,117 cm,150 cm,tak,nie zawiera,IP 20,II,D,,,,tak,27 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA035/CL4_smoky,uniwersalny,ALTAVOLA DESIGN,5902249031133,NEW YORK LOFT,Industrial,żyrandol,Szkło,mosiądz,żarówka,BF-19,40W,E-27,delikatnie ciepła,4,230V / 230V,20 cm,117 cm,150 cm,tak,nie zawiera,IP 20,II,D,,,,tak,27 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA040/CL4_smoky,uniwersalny,ALTAVOLA DESIGN,5902249031188,NEW YORK LOFT,Vintage,żyrandol,metal,mosiądz,żarówka,BF-19,40W,E-27,barwa ciepła,4,230V / 230V,,128 cm,,tak,nie zawiera,IP 20,II,D,,nie,,tak,,,,,,,,,,,30-150 cm,,Podłużna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA079/W_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249033878,Led shape,,kinkiet,aluminium,Czarny,LED - zintegrowany,SMD2835,15W,,delikatnie ciepła,1,230V / 230V,,,,nie,,IP 44,II,A,900 lm,,3000K,,,8 cm,30 cm,25 cm,25 cm,,,,,,,,,,33 cm,,,,,"1,8 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA079/W_in_4k_black,uniwersalny,ALTAVOLA DESIGN,5902249033861,Led shape,,kinkiet,aluminium,Czarny,LED - zintegrowany,SMD2835,20W,,barwa dzienna,1,230V / 230V,,25 cm,25 cm,nie,,IP 44,II,A,1400 lm,,4000K,nie,,,,25,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/W_moon_in_left_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249034172,Led shape,,kinkiet,aluminium,Czarny,LED - zintegrowany,SMD2835,13W,,,1,230V / 230V,28 cm,,,nie,,IP 44,II,A,780 lm,,3000K,,,,,,,,,20%,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,z lewej strony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA078/CE_7_out_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249033267,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,86W,,delikatnie ciepła,7,230V / 230V,"25,5 cm",,10 cm,,,IP 44,II,A,5160 lm,,3000K,nie,,,,,,,80 cm,,,,,,,,,,lampa sufitowa,barwa ciepła,,,,,na zewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA078/CE_12_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249033281,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,144W,,delikatnie ciepła,12,230V / 230V,"24,5 cm",,10 cm,,,IP 44,II,A,8600 lm,,3000K,nie,,,,,,,95 cm,,,,,,,,,,12 okręgów ,czarne ringi,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA079/P_60_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249033519,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,29W,,delikatnie ciepła,1,230V / 230V,,,,nie,,IP 44,II,A,1740 lm,,3000K,,,,,60 cm,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA079/P_60_in_4k_black,uniwersalny,ALTAVOLA DESIGN,5902249033502,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,29W,,barwa dzienna,1,230V / 230V,,,,nie,,IP 44,II,A,2000 lm,,4000K,,"1,8 cm",,,60 cm,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_80_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249031805,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,30W,,delikatnie ciepła,1,230V / 230V,80 cm,,120 cm,nie,,IP 44,II,B,1800 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_80_in_4k_black,uniwersalny,ALTAVOLA DESIGN,5902249033014,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,30W,,barwa dzienna,1,230V / 230V,80 cm,,120 cm,nie,,IP 44,II,B,2100 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA079/P_60_out_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249033434,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,39W,,delikatnie ciepła,1,230V / 230V,,,,nie,,IP 44,II,A,,,3000K,,"1,8 cm",8 cm,86 cm,60 cm,,,,,,,,,,,86 cm,,,,,"1,8 cm",,,na zewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA076/P_90_in_4k_black,uniwersalny,ALTAVOLA DESIGN,5902249033243,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,130W,,barwa dzienna,6,230V / 230V,,90 cm,200 cm,nie,,IP 44,II,A,8970 lm,,4000K,tak,,,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA076/P_180_in_4k_black,uniwersalny,ALTAVOLA DESIGN,5902249033250,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,130W,,barwa dzienna,6,230V / 230V,,180 cm,130 cm,,,IP 44,II,A,,,,tak,,,,,,,,,,,,,,,187 cm,3*49.7 cm,czarne ledy,nowoczesny styl,,,,,do wewnątrz,,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA061/F_nickiel,uniwersalny,ALTAVOLA DESIGN,5902249032550,Scandinavian,Skandynawski,lampa stojąca ,metal,nikiel,żarówka,,,E-27,,1,230V / 230V,,,,tak,nie zawiera,IP 20,II,,,nie,,,,35 cm,36 cm,34 cm,144 cm,,,60%,,,,,,,40 cm,,,,,,,,,,,"10,1 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA001/W_BLACK,uniwersalny,ALTAVOLA DESIGN,5902249032567,AMSTERDAM LOFT,Vintage,kinkiet,metal,Czarny,żarówka,BF-65,40W,E-27,barwa ciepła,1,230V / 230V,8 cm,14 cm,47 cm,tak,nie zawiera,IP 20,II,A+,,nie,2700K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA080/CE,uniwersalny,ALTAVOLA DESIGN,5902249032789,VINYL,Modern,lampa sufitowa,metal,biały matowy,LED - zintegrowany,,12 W,,delikatnie ciepła,1,230V / 230V,25 cm,,25 cm,,,IP 20,II,A+,720 lm,,3000K,,11 cm,,,,,,,,,,,,,,,,prestige 4 you,inspire my home,,,,,,,,,14 cm,"5,5 cm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA080/T,uniwersalny,ALTAVOLA DESIGN,5902249032772,VINYL,Modern,lampa stojąca ,metal,biały matowy,LED - zintegrowany,,12 W,,delikatnie ciepła,1,230V / 230V,25 cm,,43 cm,,,IP 20,II,A+,720 lm,,3000K,,,32 cm,,,,,,,,,,,,,,,lampa stojąca,style 4 life,,,,,,,,,,,18 cm,160 cm ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA080/P,uniwersalny,ALTAVOLA DESIGN,5902249032765,VINYL,Modern,lampa wisząca,metal,biały matowy,LED - zintegrowany,,3x12W,,delikatnie ciepła,3,230V / 230V,27 cm,,150 cm,,,IP 20,II,A+,2160 lm,,3000K,tak,,15 cm,,,,,60 cm,,,,,,,,,,minimalist design,follow your style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA080/W,uniwersalny,ALTAVOLA DESIGN,5902249032758,VINYL,Modern,kinkiet,metal,biały matowy,LED - zintegrowany,,12 W,,delikatnie ciepła,1,230V / 230V,25 cm,,60 cm,,,IP 20,II,,720 lm,,3000K,nie,,,,,,,,,62 cm,,,,,,,,oświetlenie wnętrz,the best quality ,,,,,,,,,,,,5 m,do kontaktu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA080/CE_7,uniwersalny,ALTAVOLA DESIGN,5902249032741,VINYL,Modern,lampa sufitowa,metal,biały matowy,LED - zintegrowany,,7 x 12W,,delikatnie ciepła,7,230V / 230V,,,17 cm,,,IP 20,II,A,5040 lm,,3000K,nie,,95 cm,84 cm,,,,86 cm,,,,,,,,,,vinyl design,pedant lamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA081/P,uniwersalny,ALTAVOLA DESIGN,5902249032710,SIMPLICITY,Modern,lampa wisząca,metal,transparentny,LED - zintegrowany,,3x7W,,delikatnie ciepła,3,230V / 230V,,,100 cm,tak,nie zawiera,IP 20,II,A+,,tak,3000K,nie,,,,,,,140 cm,,,,,,,,,,home decor store,dizajn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA058/CL3,uniwersalny,ALTAVOLA DESIGN,5902249032697,APPLE,Modern,lampa wisząca,metal,satynowe złoto,LED - zintegrowany,,3x7W,,delikatnie ciepła,3,230V / 230V,16 cm,74 cm,150 cm,nie,,IP 20,II,,1260 lm,,3000K,tak,12 cm,,,,,,,,,,,,,,,,Lighting,lamp’s wish list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA058/P,uniwersalny,ALTAVOLA DESIGN,5902249032680,APPLE,Modern,lampa wisząca,metal,satynowe złoto,LED - zintegrowany,,12 W,,delikatnie ciepła,1,230V / 230V,28 cm,,150 cm,nie,,IP 20,II,,720 lm,,3000K,tak,33 cm,43 cm,,,,,,,,,,,,,,,designerskie wnętrze,design for you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA058/C,uniwersalny,ALTAVOLA DESIGN,5902249032673,APPLE,Modern,żyrandol,metal,,LED - zintegrowany,,10 x 7W,,delikatnie ciepła,10,230V / 230V,16 cm,,150 cm,nie,,IP 20,II,,4200 lm,,3000K,tak,12 cm,,,,,,95 cm,,,,,,,,,,gitf ideas,project light,,,,,,,,,,,,,,80 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA058/CE,uniwersalny,ALTAVOLA DESIGN,5902249032666,APPLE,Modern,plafon,metal,satynowe złoto,LED - zintegrowany,,12 W,,delikatnie ciepła,1,230V / 230V,28 cm,,,nie,,IP 20,II,,720 lm,,3000K,nie,32 cm,,,,,,,,,,,,,,,,prestige design,home style,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA058/T,uniwersalny,ALTAVOLA DESIGN,5902249032659,APPLE,Modern,lampa stołowa,metal,satynowe złoto,LED - zintegrowany,,12 W,,delikatnie ciepła,1,230V / 230V,28 cm,,32 cm,nie,,IP 20,II,,720 lm,,3000K,,22 cm,37 cm,37 cm,,,,,,,,,,,,,,luxury lamps,perfekcyjny design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA005/CO5_clear,uniwersalny,ALTAVOLA DESIGN,5902249032604,LONDON LOFT,Industrial,żyrandol,Szkło,transparentny,żarówka,BF-27,40W,E-27,barwa ciepła,5,230V / 230V,,,,tak,nie zawiera,IP 20,II,,,,,tak,,,,,25 cm,,,,,,30-150 cm,,,,,56 cm,lighting ideas,piękne żyrandole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G125- 5W 3D,uniwersalny,ALTAVOLA DESIGN,5902249032628,Żarówka LED,,,Szkło,,filament LED,G-125- 5W 3D,5W,E-27,barwa ciepła,1,220-240V~50/60Hz,,,18 cm,,,IP 20,,,,,,,,,,,,,13 cm,,,,,,,,,,led light,glass ball,,,,,,,,,,,,,,,,wielobarwna,> 30000 h,85 g,360°,"0,5 s",od -20°C do +40°C,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA005/CO3_smoky,uniwersalny,ALTAVOLA DESIGN,5902249032635,LONDON LOFT,Industrial,żyrandol,Szkło,dymny,żarówka,BF-27,40W,E-27,barwa ciepła,3,230V / 230V,,,,tak,nie zawiera,IP 20,II,,,,,tak,,,,40 cm,140 cm,,,,,,30-150 cm,,,,,,ponadczasowe żyrandole,sklep internetowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA016/W_dark_rusty,uniwersalny,ALTAVOLA DESIGN,5902249032802,KOPENHAGEN LOFT,Vintage,kinkiet,metal,rdzawy,żarówka,BF-19,40W,E-27,barwa ciepła,1,230V / 230V,,,,tak,nie zawiera,IP 20,II,D,,nie,,,,,,,,,,,14 cm,,,,,,,,industrialny styl ,dobry zakup,,,,,,,,,,,,,,,,,,,,,,,,14 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_60_in_3k_black,uniwersalny,ALTAVOLA DESIGN,5902249032864,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,SMD2835,23W,,delikatnie ciepła,1,230V / 230V,60 cm,,120 cm,nie,,IP 44,II,B,1380 lm,,3000K,tak,"1,8 cm",,,,,,,,,,,,,,,,czarna lampa,home light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_60_in_4k_white,uniwersalny,ALTAVOLA DESIGN,5902249033007,Led shape,,lampa wisząca,aluminium,Biały,LED - zintegrowany,,23W,,barwa dzienna,1,230V / 230V,60 cm,,120 cm,nie,,IP 44,II,B,1600 lm,,4000K,tak,"1,8 cm",,,,,,,,,,,,,,,,ledowa lampa,led,,,,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA073/P_100_in_4k_black,uniwersalny,ALTAVOLA DESIGN,5902249033076,Led shape,,lampa wisząca,aluminium,Czarny,LED - zintegrowany,,38W,,barwa dzienna,1,230V / 230V,100 cm,,120 cm,nie,,IP 44,II,B,2600 lm,,4000K,tak,"1,8 cm",8 cm,,,,,,,,,,,,,,,,,,"1,8 cm",,,do wewnątrz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA053/P_white_amber,uniwersalny,ALTAVOLA DESIGN,5902249032925,,Modern,lampa wisząca,Szkło,bursztynowy,żarówka,BF-19,max. 60W,E-27,delikatnie ciepła,1,230V / 230V,19 cm,,150 cm,tak,nie zawiera,IP 20,II,,,nie,,tak,25 cm,,30 cm,,,,,,,,,,,,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA053/P_white,uniwersalny,ALTAVOLA DESIGN,5902249032932,,Modern,lampa wisząca,Szkło,transparentny,żarówka,BF-19,max. 60W,E-27,delikatnie ciepła,1,230V / 230V,24 cm,,150 cm,tak,nie zawiera,IP 20,II,,,nie,,tak,18 cm,28 cm ,30 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA054/P_white,uniwersalny,ALTAVOLA DESIGN,5902249032956,,Modern,lampa wisząca,Szkło,transparentny,żarówka,,max. 60W,E-27,delikatnie ciepła,1,230V / 230V,13 cm,,139 cm,tak,nie zawiera,IP 20,II,,,nie,,tak,29 cm,20 cm ,19 cm,,,,,,,,,,,,40 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
