Article number;EAN;Description;Stock;ETA-code;ETA confirmed;Article status
79164/08/61;5411212790859;Lucide BIANCA-LED - Flush ceiling light Bathroom - Ø 24,5 cm - LED - 1x10W 3500K - IP21 - Opal;68;;;
79166/13/12;5411212791597;Lucide CASPER I - Flush ceiling light Bathroom - Ø 29,5 cm - LED Dim. - 1x13W 3000K - IP44 - 3 StepDim - Satin Chrome;0;;;Liquidation
79166/19/12;5411212791603;Lucide CASPER I - Flush ceiling light Bathroom - Ø 35,5 cm - LED Dim. - 1x19W 3000K - IP44 - 3 StepDim - Satin Chrome;0;;;Liquidation
79166/25/12;5411212791610;Lucide CASPER I - Flush ceiling light Bathroom - Ø 41 cm - LED Dim. - 1x24W 3000K - IP44 - 3 StepDim - Satin Chrome;0;;;Liquidation
79177/06/01;5411212791221;Lucide FOSKAL - Flush ceiling light - Ø 21,5 cm - LED - 1x7W 2700K - Matt Gold / Brass;143;;;
79177/06/14;5411212791238;Lucide FOSKAL - Flush ceiling light - Ø 21,5 cm - LED - 1x7W 2700K - Silver;52;05.07.2022;;
79177/06/30;5411212791498;Lucide FOSKAL - Flush ceiling light - Ø 21,5 cm - LED - 1x7W 2700K - Black;198;;;
79177/06/31;5411212791245;Lucide FOSKAL - Flush ceiling light - Ø 21,5 cm - LED - 1x7W 2700K - White;97;;;
79177/12/01;5411212791252;Lucide FOSKAL - Flush ceiling light - Ø 34,5 cm - LED - 1x12W 2700K - Matt Gold / Brass;151;01.06.2022;;
79177/12/14;5411212791269;Lucide FOSKAL - Flush ceiling light - Ø 34,5 cm - LED - 1x12W 2700K - Silver;43;;;
79177/12/30;5411212791504;Lucide FOSKAL - Flush ceiling light - Ø 34,5 cm - LED - 1x12W 2700K - Black;101;;;
79177/12/31;5411212791276;Lucide FOSKAL - Flush ceiling light - Ø 34,5 cm - LED - 1x12W 2700K - White;0;05.07.2022;;
79179/12/30;5411212791719;Lucide DIMY - Flush ceiling light Bathroom - Ø 28,6 cm - LED Dim. - 1x12W 3000K - IP21 - 3 StepDim - Black;163;;;
79179/12/70;5411212791474;Lucide DIMY - Flush ceiling light Bathroom - Ø 28,6 cm - LED Dim. - 1x12W 3000K - IP21 - 3 StepDim - Wood;81;;;
79179/12/72;5411212791481;Lucide DIMY - Flush ceiling light Bathroom - Ø 28,6 cm - LED Dim. - 1x12W 3000K - IP21 - 3 StepDim - Light wood;218;;;
79181/02/30;5411212791726;Lucide OKNO - Flush ceiling light - 2xGU10 - Black;90;;;
79181/03/30;5411212791733;Lucide OKNO - Flush ceiling light - 3xGU10 - Black;136;;;
79181/13/30;5411212791740;Lucide OKNO - Flush ceiling light - Ø 30 cm - 3xGU10 - Black;81;;;
79182/18/30;5411212791757;Lucide NURIA - Flush ceiling light - Ø 30 cm - LED Dim. - 1x18W 2700K - 3 StepDim - Black;0;01.06.2022;;
79182/18/31;5411212791764;Lucide NURIA - Flush ceiling light - Ø 30 cm - LED Dim. - 1x18W 2700K - 3 StepDim - White;0;01.06.2022;;
79182/24/30;5411212791771;Lucide NURIA - Flush ceiling light - Ø 40 cm - LED Dim. - 1x24W 2700K - 3 StepDim - Black;67;01.06.2022;;
79182/24/31;5411212791788;Lucide NURIA - Flush ceiling light - Ø 40 cm - LED Dim. - 1x24W 2700K - 3 StepDim - White;155;01.06.2022;;
79182/36/30;5411212791795;Lucide NURIA - Flush ceiling light - Ø 50 cm - LED Dim. - 1x36W 2700K - 3 StepDim - Black;18;01.06.2022;;
79182/36/31;5411212791801;Lucide NURIA - Flush ceiling light - Ø 50 cm - LED Dim. - 1x36W 2700K - 3 StepDim - Black;83;;;
79183/36/65;5411212791818;Lucide SILAS - Flush ceiling light - Ø 48,5 cm - LED Dim. - 1x36W 2700K - 3 StepDim - Black;102;;;
79184/24/02;5411212791825;Lucide MALIN - Flush ceiling light - Ø 39 cm - LED Dim. - 1x24W 2700K - 3 StepDim - Matt Gold / Brass;43;01.06.2022;;
79184/24/30;5411212791832;Lucide MALIN - Flush ceiling light - Ø 39 cm - LED Dim. - 1x24W 2700K - 3 StepDim - Black;86;01.06.2022;;
79185/20/02;5411212791849;Lucide UNAR - Flush ceiling light - Ø 20 cm - LED Dim. - 1x12W 2700K - 3 StepDim - Matt Gold / Brass;0;05.07.2022;;New Phase 1
79185/20/30;5411212791856;Lucide UNAR - Flush ceiling light - Ø 20 cm - LED Dim. - 1x12W 2700K - 3 StepDim - Black;0;05.07.2022;;New Phase 1
79185/30/02;5411212791863;Lucide UNAR - Flush ceiling light - Ø 30 cm - LED Dim. - 1x18W 2700K - 3 StepDim - Matt Gold / Brass;0;05.07.2022;;New Phase 1
79185/30/30;5411212791870;Lucide UNAR - Flush ceiling light - Ø 30 cm - LED Dim. - 1x18W 2700K - 3 StepDim - Black;0;05.07.2022;;New Phase 1
79185/40/02;5411212791887;Lucide UNAR - Flush ceiling light - Ø 40 cm - LED Dim. - 1x24W 2700K - 3 StepDim - Matt Gold / Brass;0;05.07.2022;;New Phase 1
79185/40/30;5411212791894;Lucide UNAR - Flush ceiling light - Ø 40 cm - LED Dim. - 1x24W 2700K - 3 StepDim - Black;0;05.07.2022;;New Phase 1
79185/50/02;5411212791900;Lucide UNAR - Flush ceiling light - Ø 50 cm - LED Dim. - 1x36W 2700K - 3 StepDim - Matt Gold / Brass;0;05.07.2022;;New Phase 1
79185/50/30;5411212791917;Lucide UNAR - Flush ceiling light - Ø 50 cm - LED Dim. - 1x36W 2700K - 3 StepDim - Black;0;05.07.2022;;New Phase 1
79185/60/02;5411212791924;Lucide UNAR - Flush ceiling light - Ø 60 cm - LED Dim. - 1x60W 2700K - 3 StepDim - Matt Gold / Brass;0;05.07.2022;;New Phase 1
79185/60/30;5411212791931;Lucide UNAR - Flush ceiling light - Ø 60 cm - LED Dim. - 1x60W 2700K - 3 StepDim - Black;0;05.07.2022;;New Phase 1
79185/80/02;5411212791948;Lucide UNAR - Flush ceiling light - Ø 80 cm - LED Dim. - 1x80W 2700K - 3 StepDim - Matt Gold / Brass;0;05.07.2022;;New Phase 1
79185/80/30;5411212791955;Lucide UNAR - Flush ceiling light - Ø 80 cm - LED Dim. - 1x80W 2700K - 3 StepDim - Black;0;05.07.2022;;New Phase 1
79198/22/61;5411212791344;Lucide OTIS LED - Flush ceiling light - Ø 28 cm - LED - 1x20W 3000K - Opal;209;01.06.2022;;
79198/32/61;5411212791351;Lucide OTIS LED - Flush ceiling light - Ø 33 cm - LED - 1x32W 3000K - Opal;145;01.06.2022;;
79198/42/61;5411212791368;Lucide OTIS LED - Flush ceiling light - Ø 43 cm - LED - 1x42W 3000K - Opal;173;;;
79199/14/61;5411212791375;Lucide OTIS - Flush ceiling light - Ø 26 cm - LED - 1x14W 3000K - Opal;414;01.06.2022;;
79199/26/61;5411212791382;Lucide OTIS - Flush ceiling light - Ø 34 cm - LED - 1x24W 3000K - Opal;270;01.06.2022;;
79199/32/61;5411212791399;Lucide OTIS - Flush ceiling light - Ø 39 cm - LED - 1x32W 3000K - Opal;72;;;
79200/08/30;5411212791535;Lucide BOXER - Wall light - LED - 1x10W 3000K - With USB charging point - Black;0;01.06.2022;;
79200/08/31;5411212791542;Lucide BOXER - Wall light - LED - 1x10W 3000K - With USB charging point - White;54;01.06.2022;;
79201/09/30;5411212791641;Lucide BENTJER - Wall light - Ø 14 cm - LED - 1x11W 3000K - Black;0;10.06.2022;;
79201/09/31;5411212791658;Lucide BENTJER - Wall light - Ø 14 cm - LED - 1x11W 3000K - White;45;;;
79297/08/12;5411212791443;Lucide ONNO - Mirror light Bathroom - LED - 1x8W 3000K - IP44 - Satin Chrome;171;;;
79297/12/12;5411212791450;Lucide ONNO - Mirror light Bathroom - LED - 1x11W 3000K - IP44 - Satin Chrome;191;;;
79482/30/12;5411212791672;Lucide DELANO - Pendant light - LED Dim. - 5x5W 3000K - Satin Chrome;24;;;Liquidation
79501/05/30;5411212791559;Lucide MIKA - Table lamp - LED Dim. - 1x7W 3000K - Black;407;;;
79581/05/30;5411212791689;Lucide PHILON - Table lamp - Ø 13 cm - LED Dim. - 1x6W 3000K - Black;0;06.05.2022;08.04.2022;
79781/05/30;5411212791696;Lucide PHILON - Floor reading lamp - Ø 23 cm - LED Dim. - 1x6W 3000K - Black;0;10.07.2022;06.05.2022;
79781/10/30;5411212791702;Lucide PHILON - Floor reading lamp - Ø 23 cm - LED Dim. - 2x4,5W 3000K - Black;123;15.05.2022;22.04.2022;
;;;;;;
;;;;;;
;;;;;;
